568146;885097
1173149;885727;5613488;6064952;5613487;4658193
6634163;6327248;6327277;4389006;4015424;6634091
6327226;6327206;4658178
4658137;5290693;6064996;5290692
885086;5290748;485139
4658178;6327268;1532821;6634124;6400486;6634115;6634158;4677350;6634156
5613436;4015420;4376133;6064993;4376151;4658146;5613441;4376146
6634178;5290695;4376133
6327245;6327267;6064996;4389009;6634178;6064986;6634120;4015437;5613436;568118;6327283;6634121;6634103
6065014
5613438;1249005
4658148;6634104;6064991;5613447;5290706;6064996;6064990
5613447;5290706;6064996;4658148;6064991;6634104
6634138;6327275;6327294;4658131;6400486;6327262;6634116;1532136;6064996;4658146;6065009
5613430;6634131;146402;663916
5290705;5613440;146402;6327256;6064995;1532788;6634146;6064990;6634192;6064997;4015424;1532152;1382895;4376140
6634146;6065027;6634127;6065022;4376135;4658126;1382904;6327268;4376137;4677350;4658146;6634111
5290710;4658140;4015425;4015433;6065021;1532150;6065019;1532819
1532145
885091;1532145;4376129;5290702;4376152;175815;4658149
6065011;885091;1173151
4015417;6875946;6875973
1382904;5613453;5290705;5290720;1532788;6064996;4376131;1382905;5613455;6634113;636792;6064997;6064975;6327284;636761
5290712;6064996;6634152;4376131;1382905;6065018;663890;6327284;6634126;5613431;4376134;6327259
885086;5290713;5613431;6065018;6634113;6327284;4389013;6634155;4376140;4658129;1532136;4376133;6327275
5613437
6327248;4376131
6327283;6327259;6327281;6064986;6327255
6327278
528680;5613437;4658193;6327298;5290748;5613487;6327293;6327248;5613488;1532136;398859;5333431;4376186;6634132;5652392;1532142;6634181;6634138;6634168;6327226;5290695;6064985;6634124;6634169;6102450;1532788;6634108;6064952;5613489;5290759;6102457;6634156;6065007
6327285;6327281;6327248;6064986;6634126;5613452;6634110;1382903;6065017;6634166;4658128
6634146;801860;5613460;5613502;568118;6634168;5290761;5290695;4376133;6634182;1249005;1382903;567784;6634108;4658127;6327249;5613434
6327248;6065017;5290695;6634108;6634166
4376134;1249031;6634126
6327259;6327280;6327282;6065015;6634103
1382886;6065011;6065001
1249011;6064991;4658147;528686;4376149;5290706;6634178;6634168
6327259;801854;1173148;4658123;4376146
6327283;4658168;6064957;1382895
6634178;6327269;1382903;6327282;1532136;6065014;5613441;6634103
5290709;1382900;6327293;6327248;6327294;5290725;6634160;6634128;5290715;6634168;6065008;5652940;6065017
6634164;5290699;7042494;5290695;6065008;6876032;6327274;6634134;6327272;6634160;6634100
6634087;4015420;6327267;6064996;4376132;6064990;6634156;5613457;1532144

485139;1249008;4015419;5290707;6634091;4389013;346302;4376132;4658123;5290699;4015424;4015425
4658129;6102441;5613453;4658140;4376154;6102440;1173155;4015425;5613448;636793;6065003;6064996;4015424;5290699;6634087
6634100;6327248;5290698;6327272
6327288;6634087;964541_07;559229;1173148
6327252;5290721;6064945;6634100
5290752;6327248;6327275;885086;346302;1382904
6634132;6327233;6875931;5290766;6102439;5290699;6065015;1183754;6634190
4015460;4015450;6634153;1250413;964539
1532792;235219;5290720;6875916;1372194;6064996;1532788;235202;4658164
346321;6634108;885702;5290731
1372194
4015488;6327233;809908
6634132;809869;4015483;6064967;4658165;6064960;6634095
6634193;6634150;6064977;1250394;6327241;6064955;6064942;1183764
4376198;4658152;1250386;1532807;745311;1250387
5290763;480802;1532838;5613452;6064990;4015448
6634132;6327233
5290727;1372235;1250376;4658183;5290753;6064966;4376193;6634161
5290753;6064966;6634161
1250353;6634141;964540;4376196;1183754;1250351
6327222;4376196;480795;6064982
6634193;4376179;5613502;6327240;809886;1372208;4658153;1372209;1372186;6064942;4658184
1183786;1532851;809896
1532851;4376212;5613462;809896;745296
4658160;5613461;6065008;4015447;4658163;4015446;5613488;6064965;4658166;5290758;5613498;6634187
5290737;6064941;663898;6634188;6634133;4376175
663930;567807;4376176;1250374;146391;745288
6327209;1532804;1532843;5613471;1532833;4376203
6327204;964507
6064972;4658183;4376171;4015464;6327204;6327205;1532839
175773;235211;1250376


6634181;4376137;4677356;1372235;6634137;4015464;4677354;6634127;6634174;6400557;6102454;6634109
6634102;5290752;6102454;5613487;964541_07;4376198;5332593;1532857
6634129;1183769;568116;568105;6634122;5613500;6634108;5613483
4658186;1372206;1183795;6064964
4015488;964531;4015464;964541_06;1250385;6327205;4376192;6327234;568138
6327204;1532839;5290764;1183774;885716;4658183
6634129;885739;4015461;4658178;4376198;5613483;5290755;1173157;809921
5290768;4376196;964540;6064970;6634145;1250353
